SEGMENTS_DATE,CUSTOMER_ID,CUSTOMER_DESCRIPTIVE_NAME,CAMPAIGN_ID,CAMPAIGN_NAME,LAST_EXTRACTED_AT,METRICS_COST_MICROS
2025-01-27,471a02e3f921d7db76921ae5f20300e1d182bb816986ee83b4f3e3dcfac63454,5c14ed095307b6e4b2630d52a404a0cca4cd0591c77eb788634de14d288f1ebe,8725917de6427f740cc33c91359bc723eef070f8f8a7a26b49afcba00b26e674,05e698c002d12c12345ea67716997910d1906c39b85e123c2d2a63c348ea0bcc,2025-01-29 02:00:00.000,6009174
2025-01-07,35d2da356bafc486fe6a3f81cd893c5cbf9df2914574ef51e53950b581eb0a2c,58c78f7642a6427a5ca9bea28a620d81f85c57e60a4e245e238ab73116030102,94c3a55f273f130c5639d87157aa535a2742fdf5cb6cd09d2c1581376e779a63,9c0b0684b385a1eafed249df23c1a766ceff7df7276e28e759ef1c3d1911d0a1,2025-01-09 10:45:35.000,269385893
2025-01-13,471a02e3f921d7db76921ae5f20300e1d182bb816986ee83b4f3e3dcfac63454,5c14ed095307b6e4b2630d52a404a0cca4cd0591c77eb788634de14d288f1ebe,6028816c2e239851467c51f65edb86c4c410e138601463c6147ed82509316a34,c386e3f561d2caccc4c9b51eeff765d19243c7f79848825b7a0b337918ba3931,2025-01-15 02:00:00.000,549863175
2025-01-07,471a02e3f921d7db76921ae5f20300e1d182bb816986ee83b4f3e3dcfac63454,5c14ed095307b6e4b2630d52a404a0cca4cd0591c77eb788634de14d288f1ebe,0fd8011fa8ba0a0bb973b372d9a3b800ccd1dcb77c6ce038cdf21d7aacc9a1f3,2d6d1313f65ee360e02036e2084cd9e29484208655cdd4222095d6858bc631b6,2025-01-09 10:45:35.000,50377955
2025-01-07,471a02e3f921d7db76921ae5f20300e1d182bb816986ee83b4f3e3dcfac63454,5c14ed095307b6e4b2630d52a404a0cca4cd0591c77eb788634de14d288f1ebe,173a9df5247ca468fd81201d63da2595e9d1b8e2bd1c6841d1947cf913f004d7,93a61eee879b510fa3d2a6f626be10e503bcbd96b1538f6fa0a8375d41b8dfa6,2025-01-09 10:45:35.000,7903552
2025-01-10,471a02e3f921d7db76921ae5f20300e1d182bb816986ee83b4f3e3dcfac63454,5c14ed095307b6e4b2630d52a404a0cca4cd0591c77eb788634de14d288f1ebe,f0717f502cddef676faf6a40c9df77d46f6a653a185cfb8215b56ba6ec05f97e,bdb042df4bf3ee6448f876771a26e1a6bcb434737127e279e8cc12d7da8136fd,2025-01-12 02:00:00.000,1251724421
2025-01-10,471a02e3f921d7db76921ae5f20300e1d182bb816986ee83b4f3e3dcfac63454,5c14ed095307b6e4b2630d52a404a0cca4cd0591c77eb788634de14d288f1ebe,ad9576cf783165e91d2782a22eddd3afb0e43022f94b585052241d1114f8e551,b21cb9073a097ae73375d2a044cd3002b7b16b9982ef694efb989d577d51c74b,2025-01-12 02:00:00.000,9254286
2025-01-01,471a02e3f921d7db76921ae5f20300e1d182bb816986ee83b4f3e3dcfac63454,5c14ed095307b6e4b2630d52a404a0cca4cd0591c77eb788634de14d288f1ebe,7019592ca6a61c23fba68a99dd76f629513f39a0e39f85ddbca5e2b9e09b42fa,5326137510c5741cb783dc1b6a6eb89dd1e7f900200448524579bd95725f8e1d,2025-01-03 02:00:00.000,3187079
2025-01-01,471a02e3f921d7db76921ae5f20300e1d182bb816986ee83b4f3e3dcfac63454,5c14ed095307b6e4b2630d52a404a0cca4cd0591c77eb788634de14d288f1ebe,9416283fd5b16cb91736144d26be15ee6dc6cc4dcfbda24bc8c49cb2658a002c,8c5a92c1c08ff0410bb538dddb18211c32347796d2370a7c9fde0623d86efade,2025-01-03 02:00:00.000,4923340
2025-01-01,471a02e3f921d7db76921ae5f20300e1d182bb816986ee83b4f3e3dcfac63454,5c14ed095307b6e4b2630d52a404a0cca4cd0591c77eb788634de14d288f1ebe,68d731a97e78b5d16bd63b532d5516fed14ac91176a094c4dd5551773967efc9,1429c92dd920100de9d8f5e5c90bac90d762154835af51ac2fa5d495505d85c7,2025-01-03 02:00:00.000,16792199
2025-01-20,471a02e3f921d7db76921ae5f20300e1d182bb816986ee83b4f3e3dcfac63454,5c14ed095307b6e4b2630d52a404a0cca4cd0591c77eb788634de14d288f1ebe,aa36aabbab427ed3c49d8b65c4c3c30b6708414dfd6d6a9db054af921c966f54,5c35444f6733f015f5f76930b204dcded36501f1cddca8e9c747686da27d219d,2025-01-22 02:00:00.000,219066049
2025-01-20,471a02e3f921d7db76921ae5f20300e1d182bb816986ee83b4f3e3dcfac63454,5c14ed095307b6e4b2630d52a404a0cca4cd0591c77eb788634de14d288f1ebe,6454eb54c7a4be5693af3e7b4d15d82f1d20a25cb79d95293f051dd98a2aff9c,378949b9f26d43326022d7bcdce85f951889def90353dc50695b08255032687a,2025-01-22 02:00:00.000,270276637
2025-01-03,471a02e3f921d7db76921ae5f20300e1d182bb816986ee83b4f3e3dcfac63454,5c14ed095307b6e4b2630d52a404a0cca4cd0591c77eb788634de14d288f1ebe,90dba4e4a379095347449f13bf95c09ee10c969584bbe641ba3646e36d30262f,b86c152622fa44e6d8948b4c6f8a9c23e0023999ab7e2eb84f2fd742c8b82da1,2025-01-05 02:00:00.000,21531795
2025-01-07,35d2da356bafc486fe6a3f81cd893c5cbf9df2914574ef51e53950b581eb0a2c,58c78f7642a6427a5ca9bea28a620d81f85c57e60a4e245e238ab73116030102,4661f5a78ae0ce29c084d1ec8db343350f3ce04d98ec02d5a8ebe0e65b691734,fdc9b8214ae4d7190afd05d721cea10160a3e58c48eba2116546d6ba421fd5a6,2025-01-09 10:45:35.000,18467167313
2025-01-06,471a02e3f921d7db76921ae5f20300e1d182bb816986ee83b4f3e3dcfac63454,5c14ed095307b6e4b2630d52a404a0cca4cd0591c77eb788634de14d288f1ebe,b62a282638740f81c2679b842ba4b8a8e6f75de0b437a55730bb25601932f2dd,28aa7da1841d10e18950def15855437afb9dc4e1342580b2e95d090571ce2b09,2025-01-09 10:45:35.000,66736244
2025-01-16,471a02e3f921d7db76921ae5f20300e1d182bb816986ee83b4f3e3dcfac63454,5c14ed095307b6e4b2630d52a404a0cca4cd0591c77eb788634de14d288f1ebe,588ed2a885295e20884ee51329e66dfe5faf65bb8277b85966430ce75fb59b81,33307bbdd88008016680823d4a3cafbaa87e97c8281a5d86cc500e0f7d193d00,2025-01-18 02:00:00.000,31586134
2025-01-04,471a02e3f921d7db76921ae5f20300e1d182bb816986ee83b4f3e3dcfac63454,5c14ed095307b6e4b2630d52a404a0cca4cd0591c77eb788634de14d288f1ebe,81a1f841360e1d92b0ec1da4b74f4be97072096732e603a430515fc69edc55b7,9052da75e9ea32c969a9f65a863b01008770472a63a129a205aa21bc1d4556bc,2025-01-06 02:00:00.000,107697621
2025-01-11,471a02e3f921d7db76921ae5f20300e1d182bb816986ee83b4f3e3dcfac63454,5c14ed095307b6e4b2630d52a404a0cca4cd0591c77eb788634de14d288f1ebe,1c1c68b9bbfe3d9aa8282256db3ebcaa6f7a39678dd190b530241232e35785fc,dd9c256e493a08bced89a4a3bd4e58de1fabc25a62985191000e2fb644589350,2025-01-13 02:00:00.000,32008693
2025-01-14,471a02e3f921d7db76921ae5f20300e1d182bb816986ee83b4f3e3dcfac63454,5c14ed095307b6e4b2630d52a404a0cca4cd0591c77eb788634de14d288f1ebe,b66615ea4788cf5cd62356e2821eb98a8eecd1e21065a0dd2a2721f61cae77a0,1153ab346ca6cbac8df654068af7c4c0088d1e4a094c454fd9982840c043baee,2025-01-16 02:00:00.000,9099893
2025-01-01,471a02e3f921d7db76921ae5f20300e1d182bb816986ee83b4f3e3dcfac63454,5c14ed095307b6e4b2630d52a404a0cca4cd0591c77eb788634de14d288f1ebe,8e3b2271510b45a0058e17d560aa8d9a90bb9b1ed5daee821aee24185a6b2213,6f52a5d5ec741304a4c0003d04caeadc9600fac89409c5ed3f4c4c198baab908,2025-01-03 02:00:00.000,47153679
2025-01-05,471a02e3f921d7db76921ae5f20300e1d182bb816986ee83b4f3e3dcfac63454,5c14ed095307b6e4b2630d52a404a0cca4cd0591c77eb788634de14d288f1ebe,8b897b5f1c753003f49125433283e40ff79cbd3235426fd0f3548037deb3dcf5,4d53a9c8d5ef7f495d326833af4cd3dc75d85842289ab4420f1b454ae0fa7443,2025-01-07 02:00:00.000,43475744
2025-01-07,471a02e3f921d7db76921ae5f20300e1d182bb816986ee83b4f3e3dcfac63454,5c14ed095307b6e4b2630d52a404a0cca4cd0591c77eb788634de14d288f1ebe,04ae5b097a1ee0ccca7027964dee9651c86d8cc0878dc2776829093114bd07de,2bcd0b574e27d260b9cd86f8cd9531f25a65830a3211d2332f1446852ef2dc9f,2025-01-09 10:45:35.000,16557379
2025-01-12,471a02e3f921d7db76921ae5f20300e1d182bb816986ee83b4f3e3dcfac63454,5c14ed095307b6e4b2630d52a404a0cca4cd0591c77eb788634de14d288f1ebe,9e6f4d0c0c76b87ef7004366a92b9c3ac805efcb11b34ee5ba01d6052a6d066d,5aa309263ea097d11768fe6c13b931518b222220d880c314bccb23e767d27797,2025-01-14 02:00:00.000,14663685
2025-01-22,471a02e3f921d7db76921ae5f20300e1d182bb816986ee83b4f3e3dcfac63454,5c14ed095307b6e4b2630d52a404a0cca4cd0591c77eb788634de14d288f1ebe,a943e8fc2babf75f05e08a54d2adc36fbf84c72ef8ef38b0a38eca55943eaa7d,18bad88710e95ceff2cf6af972c8d669b01c776f457c909ef7898ba7c269b7f9,2025-01-24 02:00:00.000,29371927
2025-01-22,471a02e3f921d7db76921ae5f20300e1d182bb816986ee83b4f3e3dcfac63454,5c14ed095307b6e4b2630d52a404a0cca4cd0591c77eb788634de14d288f1ebe,0aa3a843cfeae0ab71db2a0c48b4a6925e048b426cf8a386f28cccae118d682b,29f0cbe4d27718b57d7d241c0a4aef377b2a28d92d59143c5271539a698e45e1,2025-01-24 02:00:00.000,27178163
2025-01-04,607cb5a07e89f5d2783fd1a21b5a8572fe725a127ce35d07a954759b979b653e,e69f7c473b0ec3104e71574ca3d4f8d6d5a1a4d594d564788e31ab56e8caee8b,c0e1a6a1ff55bd815e86b9791acd1c3037226eb0e8d4292996e3044152604549,ebc716c4715e3efe6a94c6c3478675448cffc7e6a52c1c47bbc3dbd53137a651,2025-01-06 02:00:00.000,10276672
2025-01-13,471a02e3f921d7db76921ae5f20300e1d182bb816986ee83b4f3e3dcfac63454,5c14ed095307b6e4b2630d52a404a0cca4cd0591c77eb788634de14d288f1ebe,c6066bb08e5e24546d891865cfa6d4e6ad4c8a10f59b6ff3a19ed2b0b6227f8d,ae5e6206ffb674bfe6959059d1ec0bd509efd029ed57fd9e84fe0cae14680dc4,2025-01-15 02:00:00.000,32561608
2025-01-22,607cb5a07e89f5d2783fd1a21b5a8572fe725a127ce35d07a954759b979b653e,e69f7c473b0ec3104e71574ca3d4f8d6d5a1a4d594d564788e31ab56e8caee8b,eae85813b978ea9762038c59d01abf298655d5f27f19c59573ea6f06d8f4a3d3,7ce7d3a972810b1d2ce0929da88294a428e99183607b889f37bc26b7f0ed3a50,2025-01-24 02:00:00.000,7731053
2025-01-09,35d2da356bafc486fe6a3f81cd893c5cbf9df2914574ef51e53950b581eb0a2c,58c78f7642a6427a5ca9bea28a620d81f85c57e60a4e245e238ab73116030102,7bb32b88ae59ebd5d516bd0848b8950f59fe8c482f3f2f9f6ad62121572a018f,293afe31929ade352ba97cf7d8482e0dc0a9d35d73344b0f55548e857549ccbb,2025-01-11 02:00:00.000,273763288
2025-01-03,607cb5a07e89f5d2783fd1a21b5a8572fe725a127ce35d07a954759b979b653e,e69f7c473b0ec3104e71574ca3d4f8d6d5a1a4d594d564788e31ab56e8caee8b,c5d436339376b9bb327f07179044e881ea633896a001ebcfe67b20a1c534dffa,bc269e347077c52d2169eb32829611900a5cfc20df8fb4605937850508b0a3df,2025-01-05 02:00:00.000,1977528531
2025-01-14,607cb5a07e89f5d2783fd1a21b5a8572fe725a127ce35d07a954759b979b653e,e69f7c473b0ec3104e71574ca3d4f8d6d5a1a4d594d564788e31ab56e8caee8b,f7a460de5a4761d2ceddb29f76d4b4a75a0ce1c162c3a2f3adabfea353083bfe,a19cc0248cc049172f16eb0de49222d6051d66a0af1349ab243fc11a8c6dfb82,2025-01-16 02:00:00.000,21177549
2025-01-25,607cb5a07e89f5d2783fd1a21b5a8572fe725a127ce35d07a954759b979b653e,e69f7c473b0ec3104e71574ca3d4f8d6d5a1a4d594d564788e31ab56e8caee8b,c5d436339376b9bb327f07179044e881ea633896a001ebcfe67b20a1c534dffa,bc269e347077c52d2169eb32829611900a5cfc20df8fb4605937850508b0a3df,2025-01-27 02:00:00.000,2466892880
2025-01-08,35d2da356bafc486fe6a3f81cd893c5cbf9df2914574ef51e53950b581eb0a2c,58c78f7642a6427a5ca9bea28a620d81f85c57e60a4e245e238ab73116030102,8129c5a32478211a598cf08998d504b9d5e07fc46692750abb69d043f5b3f62b,630b1c8825f07dd883b02c3ae4c0b43d29dfc1c0373469ba66eabfbb20079750,2025-01-10 02:00:00.000,221959853
2025-01-26,471a02e3f921d7db76921ae5f20300e1d182bb816986ee83b4f3e3dcfac63454,5c14ed095307b6e4b2630d52a404a0cca4cd0591c77eb788634de14d288f1ebe,f25e347af84773a70f3d86ef0e17dc5681c5e8c081c4cebef1026c006be3b379,b17bf0f88ac814040fa85d0524093aa8feed2c63887a1f878588e7bab83cd996,2025-01-28 02:00:00.000,150674586
2025-01-26,471a02e3f921d7db76921ae5f20300e1d182bb816986ee83b4f3e3dcfac63454,5c14ed095307b6e4b2630d52a404a0cca4cd0591c77eb788634de14d288f1ebe,ad9576cf783165e91d2782a22eddd3afb0e43022f94b585052241d1114f8e551,b21cb9073a097ae73375d2a044cd3002b7b16b9982ef694efb989d577d51c74b,2025-01-28 02:00:00.000,12157626
2025-01-25,471a02e3f921d7db76921ae5f20300e1d182bb816986ee83b4f3e3dcfac63454,5c14ed095307b6e4b2630d52a404a0cca4cd0591c77eb788634de14d288f1ebe,fcb4c0883790420c666789de9934081b1cb609c9b9f7ad77249de48308323fb0,e4d1cf6a4f98b7906867a323adac10e658d7e9d309e6b59dcc7d2c14fdcf53be,2025-01-27 02:00:00.000,186485671
2025-01-15,471a02e3f921d7db76921ae5f20300e1d182bb816986ee83b4f3e3dcfac63454,5c14ed095307b6e4b2630d52a404a0cca4cd0591c77eb788634de14d288f1ebe,72b669d5bfdc1c27f8127e7890d01d464e245be330879b8233c605950617e3b6,41a95710e2d817fe63c69d5f9cc5bc81fb9f6d0f2071ae5f215e1e22580680d5,2025-01-17 02:00:00.000,189951577
2025-01-04,471a02e3f921d7db76921ae5f20300e1d182bb816986ee83b4f3e3dcfac63454,5c14ed095307b6e4b2630d52a404a0cca4cd0591c77eb788634de14d288f1ebe,1fe72f0a065524ce974f22292a04a18cd0f9caf3b9b628721acfa611e77ba6ee,8adc11e4636221173818f54c703c96252485a24a66a4ae1c94150b82aee56888,2025-01-06 02:00:00.000,15630675
2025-01-04,471a02e3f921d7db76921ae5f20300e1d182bb816986ee83b4f3e3dcfac63454,5c14ed095307b6e4b2630d52a404a0cca4cd0591c77eb788634de14d288f1ebe,00c9c54e08b88c18a8fd9090d96dd0d1dd8b4fedd8ceeb21ce3e49b936aedc9d,c04691e85324450d834de4579a7c3efd5cc133e0cdf615a622e81d26800ac309,2025-01-06 02:00:00.000,45308852
2025-01-27,471a02e3f921d7db76921ae5f20300e1d182bb816986ee83b4f3e3dcfac63454,5c14ed095307b6e4b2630d52a404a0cca4cd0591c77eb788634de14d288f1ebe,0aa3a843cfeae0ab71db2a0c48b4a6925e048b426cf8a386f28cccae118d682b,29f0cbe4d27718b57d7d241c0a4aef377b2a28d92d59143c5271539a698e45e1,2025-01-29 02:00:00.000,46649635
2025-01-17,471a02e3f921d7db76921ae5f20300e1d182bb816986ee83b4f3e3dcfac63454,5c14ed095307b6e4b2630d52a404a0cca4cd0591c77eb788634de14d288f1ebe,72e21e56a43d922486a140a6aff122d2486e6b89890ccce85cd6454ab9fc8123,56e362afa42892b71a42af5bb872c78d673522a9e9d0277d75f132291f7655af,2025-01-19 02:00:00.000,28128123
2025-01-12,471a02e3f921d7db76921ae5f20300e1d182bb816986ee83b4f3e3dcfac63454,5c14ed095307b6e4b2630d52a404a0cca4cd0591c77eb788634de14d288f1ebe,b66615ea4788cf5cd62356e2821eb98a8eecd1e21065a0dd2a2721f61cae77a0,1153ab346ca6cbac8df654068af7c4c0088d1e4a094c454fd9982840c043baee,2025-01-14 02:00:00.000,22718630
2025-01-12,471a02e3f921d7db76921ae5f20300e1d182bb816986ee83b4f3e3dcfac63454,5c14ed095307b6e4b2630d52a404a0cca4cd0591c77eb788634de14d288f1ebe,418267da1afe8647ea0af325e4384360fe6d307d50f5230e6a19b6d95ffa5b8c,5eea2c7064df074a51aa18a77bfd94de98e39a6507b02c1966d1f9c03d5e88be,2025-01-14 02:00:00.000,13713976
2025-01-05,471a02e3f921d7db76921ae5f20300e1d182bb816986ee83b4f3e3dcfac63454,5c14ed095307b6e4b2630d52a404a0cca4cd0591c77eb788634de14d288f1ebe,60d1d8d7799e2ee45784751c98dfa2cf9035065a856577557f3f048132781c04,46b9b6590491be3dda2d3f5e74d2d60462038ae5ed6d30e7b4433985ce54f305,2025-01-07 02:00:00.000,117840270
2025-01-05,471a02e3f921d7db76921ae5f20300e1d182bb816986ee83b4f3e3dcfac63454,5c14ed095307b6e4b2630d52a404a0cca4cd0591c77eb788634de14d288f1ebe,ad9576cf783165e91d2782a22eddd3afb0e43022f94b585052241d1114f8e551,b21cb9073a097ae73375d2a044cd3002b7b16b9982ef694efb989d577d51c74b,2025-01-07 02:00:00.000,16009080
2025-01-05,471a02e3f921d7db76921ae5f20300e1d182bb816986ee83b4f3e3dcfac63454,5c14ed095307b6e4b2630d52a404a0cca4cd0591c77eb788634de14d288f1ebe,0aa3a843cfeae0ab71db2a0c48b4a6925e048b426cf8a386f28cccae118d682b,29f0cbe4d27718b57d7d241c0a4aef377b2a28d92d59143c5271539a698e45e1,2025-01-07 02:00:00.000,47611221
2025-01-07,607cb5a07e89f5d2783fd1a21b5a8572fe725a127ce35d07a954759b979b653e,e69f7c473b0ec3104e71574ca3d4f8d6d5a1a4d594d564788e31ab56e8caee8b,4d238f5f571095c83bbe101ef91490be72a936b515f492c59ed26b3d45e4af94,66ef060059459b389d78ee7f020a61858f94abbc302f3d0574163fb746d280e1,2025-01-09 10:45:35.000,13614302
2025-01-05,607cb5a07e89f5d2783fd1a21b5a8572fe725a127ce35d07a954759b979b653e,e69f7c473b0ec3104e71574ca3d4f8d6d5a1a4d594d564788e31ab56e8caee8b,4291c6fd186dd3d483249753b3d1c624ec6bcaa627bf596522fe826b31210cbb,1257c1ddc2a70698c5267cb2234384bb2024380593a69df1dcf4bbffdb9ad192,2025-01-07 02:00:00.000,18229922
2025-01-28,35d2da356bafc486fe6a3f81cd893c5cbf9df2914574ef51e53950b581eb0a2c,58c78f7642a6427a5ca9bea28a620d81f85c57e60a4e245e238ab73116030102,8129c5a32478211a598cf08998d504b9d5e07fc46692750abb69d043f5b3f62b,630b1c8825f07dd883b02c3ae4c0b43d29dfc1c0373469ba66eabfbb20079750,2025-01-30 02:00:00.000,176565188
2025-01-04,607cb5a07e89f5d2783fd1a21b5a8572fe725a127ce35d07a954759b979b653e,e69f7c473b0ec3104e71574ca3d4f8d6d5a1a4d594d564788e31ab56e8caee8b,267defe061c7e7369e925c0a26548b922accfea0ba8f485742e03b489c1b71fd,f260a29f9d507919e49aa0b208ef1f14d959a8d193a6e66c2399aef8616e1720,2025-01-06 02:00:00.000,2280045
2025-01-26,35d2da356bafc486fe6a3f81cd893c5cbf9df2914574ef51e53950b581eb0a2c,58c78f7642a6427a5ca9bea28a620d81f85c57e60a4e245e238ab73116030102,65139d56f22b739c458e5dade175ff339cce16c681945a818e3f8c543c68a976,1cdf5c62a55535bf15479ad2824fabd1878b591cd1ff0c147296c5d20a50374b,2025-01-28 02:00:00.000,67527470
2025-01-25,607cb5a07e89f5d2783fd1a21b5a8572fe725a127ce35d07a954759b979b653e,e69f7c473b0ec3104e71574ca3d4f8d6d5a1a4d594d564788e31ab56e8caee8b,5625114693320210d16d53f237b325d26ce97bbc73e517d3a16582ab68650074,014012259cd3a233469e022f74254363195b87724e9a1ec7c981299d020054b6,2025-01-27 02:00:00.000,11104697
2025-01-12,607cb5a07e89f5d2783fd1a21b5a8572fe725a127ce35d07a954759b979b653e,e69f7c473b0ec3104e71574ca3d4f8d6d5a1a4d594d564788e31ab56e8caee8b,46efd8df2146adab6dd6a399ff413f725ac39ce17716d9f2e799efd41fb48597,c6f3bc91f444b40bb4e9fabc4107898ddcec9d4c4832636509874697ac6ab62f,2025-01-14 02:00:00.000,16727016
2025-01-31,471a02e3f921d7db76921ae5f20300e1d182bb816986ee83b4f3e3dcfac63454,5c14ed095307b6e4b2630d52a404a0cca4cd0591c77eb788634de14d288f1ebe,a943e8fc2babf75f05e08a54d2adc36fbf84c72ef8ef38b0a38eca55943eaa7d,18bad88710e95ceff2cf6af972c8d669b01c776f457c909ef7898ba7c269b7f9,2025-02-02 02:00:00.000,30707361
2025-01-01,471a02e3f921d7db76921ae5f20300e1d182bb816986ee83b4f3e3dcfac63454,5c14ed095307b6e4b2630d52a404a0cca4cd0591c77eb788634de14d288f1ebe,cd7114a8abd37e8fe2e4f7c85a78075a0194792969887f4179bb97d73ab772c3,00a9d45751825f62fed27eb858744c06fedcada04f00a5379e5c763855c274a8,2025-01-03 02:00:00.000,734302
2025-01-01,471a02e3f921d7db76921ae5f20300e1d182bb816986ee83b4f3e3dcfac63454,5c14ed095307b6e4b2630d52a404a0cca4cd0591c77eb788634de14d288f1ebe,7a5e71a98c7f885ca26e94addb63b60742d6cb816563212bbb944ba5e9d33392,d7d88a9bcee08b8d26047e5c5271c1ff21a4ff422834a4f42d0004217edf165c,2025-01-03 02:00:00.000,77693541
2025-01-01,471a02e3f921d7db76921ae5f20300e1d182bb816986ee83b4f3e3dcfac63454,5c14ed095307b6e4b2630d52a404a0cca4cd0591c77eb788634de14d288f1ebe,6d6c1dd72f848d0273f6a3d8bf6a5ad78b9f886385aca91064d3da6da9adbb81,ca10b85f74ba3380d971e46767a5bf2b82e596d25a34a056e01bf02fbbe070b2,2025-01-03 02:00:00.000,5386579
2025-01-04,35d2da356bafc486fe6a3f81cd893c5cbf9df2914574ef51e53950b581eb0a2c,58c78f7642a6427a5ca9bea28a620d81f85c57e60a4e245e238ab73116030102,eca19bdf29ae81840e898450ba500974c5c346d04dec1e83075cad300357e53f,bb93e3d25e6cc0d42a26fa2f07ad84b5f74ad0eebfdb0eb90dfa2dc16ce405b3,2025-01-06 02:00:00.000,179791676
2025-01-21,471a02e3f921d7db76921ae5f20300e1d182bb816986ee83b4f3e3dcfac63454,5c14ed095307b6e4b2630d52a404a0cca4cd0591c77eb788634de14d288f1ebe,8acdf086757c21e15b9108b666cabd38a29d1f5c41a2711ced04e17e2692162d,b4c54526c7a4ab85e46da56c60de4e9276a4c26b805eca1b28e35a1fe7d2f44b,2025-01-23 02:00:00.000,18687375
2025-01-21,471a02e3f921d7db76921ae5f20300e1d182bb816986ee83b4f3e3dcfac63454,5c14ed095307b6e4b2630d52a404a0cca4cd0591c77eb788634de14d288f1ebe,a943e8fc2babf75f05e08a54d2adc36fbf84c72ef8ef38b0a38eca55943eaa7d,18bad88710e95ceff2cf6af972c8d669b01c776f457c909ef7898ba7c269b7f9,2025-01-23 02:00:00.000,34756763
2025-01-17,471a02e3f921d7db76921ae5f20300e1d182bb816986ee83b4f3e3dcfac63454,5c14ed095307b6e4b2630d52a404a0cca4cd0591c77eb788634de14d288f1ebe,a6301a1a4ab916f0dc281a7dff097c4c9941c699db018280f6373eefe4be59be,ee39465f92cbf29a443ee484c7037fae3c0984c4b41ad1fa82c35767ea256240,2025-01-19 02:00:00.000,75461056
2025-01-02,471a02e3f921d7db76921ae5f20300e1d182bb816986ee83b4f3e3dcfac63454,5c14ed095307b6e4b2630d52a404a0cca4cd0591c77eb788634de14d288f1ebe,f1d0cf169472063b3d474181f43ab6cfc1154e8c7a25f4de22cc39f974e18738,59af58b9a238ea0f542dd940797e935d869b0fd146e0462228e918426b06377f,2025-01-04 02:00:00.000,3108005
2025-01-28,471a02e3f921d7db76921ae5f20300e1d182bb816986ee83b4f3e3dcfac63454,5c14ed095307b6e4b2630d52a404a0cca4cd0591c77eb788634de14d288f1ebe,8b897b5f1c753003f49125433283e40ff79cbd3235426fd0f3548037deb3dcf5,4d53a9c8d5ef7f495d326833af4cd3dc75d85842289ab4420f1b454ae0fa7443,2025-01-30 02:00:00.000,5470504
2025-01-15,471a02e3f921d7db76921ae5f20300e1d182bb816986ee83b4f3e3dcfac63454,5c14ed095307b6e4b2630d52a404a0cca4cd0591c77eb788634de14d288f1ebe,1c86b129e3e076be759d7a42b6c22773bd818700536f345010a119e9467a9471,b4043c1c13b64a6d503d054468a3ba4d64312a9201c15d4eb820518005d4eb3f,2025-01-17 02:00:00.000,262652684
2025-01-03,471a02e3f921d7db76921ae5f20300e1d182bb816986ee83b4f3e3dcfac63454,5c14ed095307b6e4b2630d52a404a0cca4cd0591c77eb788634de14d288f1ebe,931b7b4e53472c61753f2c33ec94da5a9ee7e2ed39fd2967349041df21bf1bfd,016eb5a29b4ff5db20855e25a4cbe13cbad275dae810024203adadd12fa096ff,2025-01-05 02:00:00.000,18642035
2025-01-04,471a02e3f921d7db76921ae5f20300e1d182bb816986ee83b4f3e3dcfac63454,5c14ed095307b6e4b2630d52a404a0cca4cd0591c77eb788634de14d288f1ebe,0c7ce08ed342cbd06fda93f3842584ff950cf463730efd2b0c7a38cce3a5be54,917258173d62f83cb67ba6e4e67395560ff48b8223645efcdc04a3316dd1e387,2025-01-06 02:00:00.000,16968690
2025-01-04,471a02e3f921d7db76921ae5f20300e1d182bb816986ee83b4f3e3dcfac63454,5c14ed095307b6e4b2630d52a404a0cca4cd0591c77eb788634de14d288f1ebe,f25e347af84773a70f3d86ef0e17dc5681c5e8c081c4cebef1026c006be3b379,b17bf0f88ac814040fa85d0524093aa8feed2c63887a1f878588e7bab83cd996,2025-01-06 02:00:00.000,109258933
2025-01-25,35d2da356bafc486fe6a3f81cd893c5cbf9df2914574ef51e53950b581eb0a2c,58c78f7642a6427a5ca9bea28a620d81f85c57e60a4e245e238ab73116030102,8129c5a32478211a598cf08998d504b9d5e07fc46692750abb69d043f5b3f62b,630b1c8825f07dd883b02c3ae4c0b43d29dfc1c0373469ba66eabfbb20079750,2025-01-27 02:00:00.000,78132580
2025-01-13,607cb5a07e89f5d2783fd1a21b5a8572fe725a127ce35d07a954759b979b653e,e69f7c473b0ec3104e71574ca3d4f8d6d5a1a4d594d564788e31ab56e8caee8b,8efb303079ccd2c9888ccdd3b716278f39ca37c5b5e93ae8e1eaeaeb6c8ae53f,bb23d4806541103a713ac390ca192cc4f78bcf92a4e5527f5697d96df1a25bac,2025-01-15 02:00:00.000,2075925
2025-01-28,35d2da356bafc486fe6a3f81cd893c5cbf9df2914574ef51e53950b581eb0a2c,58c78f7642a6427a5ca9bea28a620d81f85c57e60a4e245e238ab73116030102,eca19bdf29ae81840e898450ba500974c5c346d04dec1e83075cad300357e53f,bb93e3d25e6cc0d42a26fa2f07ad84b5f74ad0eebfdb0eb90dfa2dc16ce405b3,2025-01-30 02:00:00.000,195145363
